session_id,target
493,9.190101256766821e-06
494,1.518441180805493e-08
495,2.975531804172877e-07
496,0.013765448505948165
497,9.895677064712653e-06
498,0.00020065399221817822
499,5.3641047778500945e-22
500,0.0004468688968267821
501,0.00044949586225130937
502,0.024509108958574853
503,0.003980587283639153
504,7.138011667248549e-06
505,5.614551764510108e-07
506,5.627346579554908e-10
507,3.2640317277758705e-05
508,2.099753784455157e-05
509,4.596017439903651e-08
510,1.0054476713407221e-06
511,1.532964306966556e-14
512,1.496507514783318e-07
513,3.9202962269004254e-07
514,0.00033594442930441333
515,8.339010005181702e-06
516,0.0010625736319377999
517,3.899234602257657e-06
518,5.255193261753937e-09
519,0.00027452441674032243
520,1.597062323123773e-07
521,0.05795841892185792
522,0.07956699998351394
523,1.2835180733498476e-12
524,0.00013867225821202091
525,0.00015344546450688816
526,2.9237556721157675e-07
527,2.6238948884878788e-06
528,0.0021423769566954413
529,1.0410886204190381e-05
530,1.9898776578662778e-09
531,2.205432841742874e-09
532,3.321100234886687e-06
533,1.7153943069310304e-10
534,0.055187912573787905
535,2.5455367025993176e-14
536,4.450253537948784e-05
537,5.376724141563471e-06
538,0.000299418654524158
539,3.751841174710058e-05
540,3.8045780453368854e-11
541,1.1865414499121733e-06
542,1.6436522257711913e-05
543,6.23828231012042e-05
544,0.008277767239428205
545,1.5973963456989911e-07
546,1.4444811663002294e-07
547,0.00020474777051663172
548,1.9927739220992707e-09
549,0.0001301989713292448
550,1.3802139259485096e-05
551,0.009109371825519083
552,0.0055424738596629415
553,7.422181293499284e-12
554,7.503742288161991e-09
555,3.5702486248264946e-11
556,0.006339389699108462
557,1.2869674982800439e-06
558,1.409039618830518e-07
559,3.920170899879567e-08
560,7.342939773962741e-05
561,6.099641276131698e-08
562,0.00025166341554656103
563,8.687446168750528e-08
564,9.792830187141514e-06
565,0.00021649949246909276
566,8.114332298023953e-07
567,9.939784493274106e-09
568,1.5370927114135854e-06
569,0.00011588346759981057
570,5.926721531085027e-06
571,5.963881665268736e-07
572,0.06938194696803084
573,2.715052919336747e-09
574,1.725338494510362e-08
575,2.2951461130631814e-10
576,2.576053656502582e-05
577,1.3923251301536454e-05
578,1.1894757986920653e-09
579,1.6522236096081655e-07
580,2.1510111336794008e-05
581,0.0010493211831350529
582,6.240938548458008e-10
583,1.8741962386502374e-07
584,0.031745977371221076
585,2.2438504803393525e-06
586,5.5807342214427405e-05
587,6.906268222856707e-06
588,0.0001723988402338316
589,0.027712255585635857
590,1.1243009915031524e-09
591,4.288249008116505e-06
592,1.691397600938052e-10
593,1.7600046872396407e-17
594,5.474638464523239e-12
595,1.802122020537897e-05
596,4.9748194700113717e-05
597,4.8142541477801054e-05
598,2.8837906332854135e-07
599,5.035793176759269e-10
600,7.388368319545532e-05
601,6.879703320635338e-05
602,0.00336952613532019
603,7.911260592923171e-08
604,1.7021081730216286e-06
605,0.0005984093890644956
606,0.0018639052689828
607,6.661983491514171e-05
608,3.973544569393051e-06
609,3.192751696248005e-06
610,3.223618049538881e-13
611,3.1737962369395466e-06
612,0.019879227494626766
613,2.0296404658366563e-09
614,1.1989045449460763e-07
615,3.60938106471242e-06
616,3.1447427271018707e-07
617,6.666818500810062e-06
618,1.8333250204177757e-10
619,2.4793296340830663e-08
620,0.025696762680174106
621,3.4822884530788264e-07
622,0.06626086031278795
623,1.2428014796603462e-05
624,2.7825787295749837e-08
625,0.013900440019453451
626,6.122417383297798e-05
627,6.946949351666883e-09
628,1.4137504410523494e-17
629,1.0032500435455852e-08
630,2.0296404658366563e-09
631,1.203213423442606e-07
632,3.6651784734325086e-05
633,0.007913805339181458
634,1.813189965121554e-05
635,1.1176888602354309e-09
636,3.2038627905369637e-06
637,9.707265289528667e-09
638,9.166589987488528e-05
639,8.082451979384102e-08
640,9.690610387645795e-13
641,1.6374035421556248e-05
642,3.12002225520351e-06
643,0.026046820753684658
644,1.124587608596615e-06
645,0.0751872866100549
646,1.9687248573702963e-06
647,1.1598341282185921e-07
648,1.3066180538186845e-06
649,2.250038131965756e-05
650,5.141982064424484e-07
651,0.001335536843949241
652,0.09654539768407051
653,2.2086186836658027e-06
654,2.5231567560588333e-06
655,0.0027222691263511793
656,0.009911883314005917
657,8.116045597187372e-14
658,3.020857981246243e-09
659,1.4805851072666066e-07
660,1.2831244908819063e-05
661,3.5926602428924984e-08
662,4.748002682254485e-08
663,5.81971657948992e-11
664,1.9083038271639255e-05
665,4.858013611722559e-07
666,0.0002870330019503811
667,0.0009530881460827993
668,0.03432486630561823
669,4.849156024922334e-09
670,7.132471854158425e-09
671,0.000615878526360048
672,0.028541700709152483
673,0.03869124711242027
674,0.00014554184091260656
675,0.001093771025237448
676,0.0006743545963580522
677,3.5953817632519833e-06
678,0.006022931337041419
679,1.2361812127616485e-07
680,0.008234870635361305
681,3.226397897085781e-07
682,7.132471854158425e-09
683,7.181895110939053e-07
684,0.02389073405203089
685,1.3484220498407362e-08
686,5.094205223580625e-05
687,5.022171504291691e-06
688,0.01333893648593714
689,0.007999443616573261
690,8.482006902119436e-05
691,2.1030223781069914e-08
692,8.709402949060223e-07
693,0.00021727827478517663
694,6.270143102636149e-06
695,4.033049996178395e-08
696,3.632485996211603e-08
697,6.375992548749923e-05
698,3.8272944268608606e-05
699,2.163836360510724e-07
700,5.777314122820008e-07
701,2.85386958652105e-08
702,1.6650957340625078e-06
703,1.9821093018874808e-05
704,0.012485541193908226
705,4.406282180946494e-07
706,2.5160532399004908e-08
707,3.4562163082958113e-07
708,9.737422512397041e-07
709,0.930935657706602
710,1.1840621715234635e-06
711,2.7269958198803483e-07
712,9.058900087128347e-06
713,2.6357016576738906e-10
714,0.0012782035330186178
715,1.962877738171713e-09
716,2.1836900420120326e-06
717,4.374922804981628e-05
718,8.937586098070914e-06
719,4.2823941799766916e-07
720,1.1735281554923356e-09
721,1.2016611157338774e-09
722,5.739594053987669e-07
723,9.774584783908933e-05
724,0.0001976335597514394
725,3.8047803509685394e-09
726,1.5953729515309821e-06
727,0.0009474613160392875
728,0.004485669254522515
729,6.952361154718785e-05
730,0.0032871050960819456
731,4.433268313096786e-08
732,9.285968823295825e-08
733,2.2446972193358653e-14
734,3.613234447751829e-09
735,0.02820565727315898
736,7.991935992885054e-17
737,2.7234695576947334e-08
738,2.738369770363377e-06
739,2.2896659981089057e-08
740,7.995062794805865e-07
741,2.924298685882872e-07
742,0.001469920667084707
743,0.0005216065465664001
744,1.869239702175591e-06
745,6.783716876878025e-05
746,0.0002809873750153077
747,3.795865188719546e-08
748,2.150628096251723e-09
749,0.001945281411028708
750,9.609157837164577e-07
751,4.00147089588824e-12
752,8.800336168146922e-11
753,1.0782275914222536e-09
754,3.8044493546120287e-07
755,7.111020168149213e-10
756,5.291318799921426e-06
757,0.0022988686800738717
758,6.509079837869729e-06
759,4.858571881271657e-09
760,1.2527277551746329e-06
761,2.4285715461360972e-05
762,4.4786194520287297e-07
763,0.00044172480867953225
764,0.0004179385167618132
765,0.06816755382675602
766,4.5568465172156185e-09
767,0.00015920990988715114
768,1.8956245033359112e-08
769,7.745512475606948e-08
770,0.020801261362068776
771,0.0002919854647345537
772,1.7012710335875072e-07
773,5.739594053987669e-07
774,2.7004823214850038e-05
775,4.770456172119121e-08
776,0.00010214761631954978
777,0.09330357990177948
778,1.5817833412386315e-09
779,2.4971275541370656e-14
780,1.440641161491722e-07
781,0.012876190880947252
782,0.05979197453236733
783,0.001175878320201731
784,1.2531966651624984e-06
785,6.51964661162923e-09
786,0.001297585763265189
787,4.050096027930286e-10
788,3.3315237774129546e-09
789,4.725217774741734e-05
790,1.2426396654159717e-07
791,2.9671314589754113e-05
792,4.297175501622016e-07
793,9.642637178368689e-06
794,0.001422306558070551
795,5.612596802920205e-06
796,5.0416434632350474e-11
797,1.6255688553842042e-05
798,3.519753158398017e-09
799,5.597905687822801e-14
800,0.00012594633388710993
801,3.7847838699777106e-06
802,0.00014945533553662068
803,3.3374572399330535e-08
804,0.0005385697773966893
805,2.1639133553768564e-06
806,2.697434298252185e-20
807,1.9135340192433377e-08
808,2.1026140360676133e-11
809,0.40690225631319993
810,3.612010549052071e-06
811,1.5059209328013134e-11
812,6.159348164954869e-05
813,4.501777742574534e-10
814,0.0004070335891685871
815,0.0028414566125019806
816,1.8037130419093016e-05
817,0.0009708425716685781
818,1.6216716772746832e-06
819,6.939825678054259e-07
820,0.04303324046272442
821,0.0002967669211591867
822,0.0004079285943072484
823,0.1086680305216899
824,1.317414491090294e-07
825,0.00011608326673733528
826,1.7881722177734943e-08
827,0.00025079549384731764
828,0.00029370108023963677
829,5.807071423786532e-05
830,2.5608849600787313e-07
831,0.021027455779440422
832,3.1829990442262812e-06
833,4.72392144583111e-08
834,9.73310518824361e-10
835,2.382388273429596e-05
836,1.3111315368404288e-08
837,1.0944998193909076e-06
838,3.6876473692556097e-13
839,9.409155297395736e-05
840,9.538332236331644e-11
841,2.5906358040155578e-09
842,1.3006124502329831e-05
843,0.003254752873658051
844,0.000295611130390519
845,5.939955457089098e-07
846,4.222779513095315e-08
847,3.795570452345838e-09
848,3.2619869035118343e-10
849,1.8307599037768406e-07
850,5.765449230916651e-08
851,6.970952240050231e-10
852,5.531520572592882e-09
853,0.0002869286272312531
854,2.475074926919494e-08
855,5.071840168672271e-11
856,3.98812758347395e-09
857,1.3484220498407362e-08
858,3.207629214003574e-05
859,0.0010218304991817997
860,9.485643886910694e-08
861,0.0005165608556482142
862,6.399704161879251e-07
863,1.2510631005362673e-06
864,8.839118845870574e-07
865,1.1794946803632542e-06
866,1.3414045853686396e-07
867,7.116014545550803e-07
868,7.677776899748484e-05
869,8.890153015487828e-10
870,1.5448021650758166e-09
871,2.6574343700938405e-10
872,1.4169611514540939e-06
873,3.543111903424226e-12
874,1.0823901596057047e-05
875,8.224022052818962e-06
876,0.0005555110303625961
877,0.003797751819171076
878,2.3655868763585442e-07
879,6.496392117217852e-11
880,0.00022193851840665192
881,1.1270873341740189e-06
882,0.0003532820048761125
883,0.0923684823082588
884,0.00047907417248542163
885,1.1873123478774582e-05
886,1.50377638965683e-08
887,1.75539528577466e-08
888,5.945153673040326e-12
889,0.0002378321277939911
890,8.890153015487828e-10
891,1.1168630176444858e-07
892,2.4406444725352176e-05
893,1.3484220498407362e-08
894,4.655869297753995e-05
895,1.972852696416625e-05
896,0.0760299298063503
897,1.0723023298727079e-11
898,0.02006696242680859
899,3.1949351087201426e-08
900,4.1926154393159756e-06
901,7.868138798447337e-05
902,1.997851354652155e-06
903,1.461973226368631e-07
904,0.0015560065585295097
905,0.00014543237372816007
906,1.1597840914017756e-06
907,0.004112410105477434
908,4.444285796347929e-06
909,3.5801940868869395e-07
910,2.9872251600158447e-07
911,1.6869509430575208e-13
912,5.616412530566797e-07
913,7.618706286439231e-08
914,1.0285001980265887e-05
915,4.405512552326146e-05
916,1.7682751218732473e-07
917,1.0441602498506485e-07
918,8.046971772142968e-09
919,2.7825787295749837e-08
920,0.014914563298625344
921,0.035770376450897236
922,2.346530426234161e-11
923,1.1047721030824944e-06
924,4.180002722697538e-09
925,0.00023239351136968665
926,2.3942257709429515e-10
927,1.4100312649292103e-06
928,0.0001628413848197719
929,0.002228295331094912
930,0.21244805661312757
931,0.00016408508244833807
932,0.00019457458874151443
933,8.754172386813277e-07
934,4.805478468674641e-09
935,7.452436718408303e-10
936,4.115923958525309e-06
937,2.6674279594993226e-08
938,0.00019014189312798624
939,6.699616644881912e-05
940,4.165980394103755e-06
941,2.1408820796733367e-12
942,3.73538517752437e-07
943,0.0018524497104507943
944,2.3082920067648564e-05
945,0.02039335356995515
946,3.7257223972524006e-10
947,3.566336515026028e-11
948,1.873400706741247e-19
949,9.532514606569852e-10
950,3.117090968265335e-07
951,1.5029039663808972e-05
952,2.046506812300973e-12
953,4.973782712444029e-06
954,0.021060095090880197
955,8.321241795151267e-07
956,2.0296404658366563e-09
957,2.3942257709429515e-10
958,9.004567017882607e-06
959,0.22816378576081714
960,1.002771875106804e-09
961,4.982319770814258e-09
962,0.0001418796214419541
963,5.671974112443674e-13
964,0.013420473902028144
965,2.7567553731845607e-06
966,0.0001011616840725411
967,7.272392996293942e-16
968,9.432951287785483e-06
969,1.480087613792119e-16
970,8.69782658474749e-08
971,4.191155144210197e-05
972,2.2726446632101244e-09
973,0.0002769965327986329
974,2.07037187194587e-06
975,1.2432717360432982e-05
976,3.681666648857159e-07
977,3.351534314702158e-05
978,4.589480082069781e-06
979,0.009243165255521161
980,2.8727198711645925e-16
981,7.534004031135776e-15
982,7.588562325584187e-06
983,4.9995998747630495e-05
984,2.248060453353705e-08
985,0.30909846941023794
986,8.305156330870344e-05
987,1.851041020469391e-05
988,3.248177893180832e-07
989,0.00019647996474775117
990,8.860418796598625e-12
991,5.079873202600256e-05
992,1.0497449226591375e-07
993,7.870380216579491e-10
994,6.599980444787849e-09
995,2.6882996146986738e-09
996,2.486113061118318e-12
997,0.02917497407100539
998,6.164426629925105e-05
999,0.0002608859551184239
1000,0.005335325768333542
1001,2.5790379520108898e-08
1002,0.050549727490525664
1003,6.5927198011392326e-12
1004,4.855870809311735e-09
1005,1.45383130007487e-07
1006,7.667777499419485e-05
1007,1.5289774132948565e-10
1008,0.09725928479888901
1009,0.009330107790639435
1010,7.171331083202061e-09
1011,9.454899096877229e-06
1012,1.127699068315594e-06
1013,8.606627793079128e-06
1014,3.3489844034602987e-07
1015,1.947699175382474e-07
1016,0.00015995424308989367
1017,4.386307888967936e-06
1018,4.638800927579544e-10
1019,1.395562759678157e-08
1020,3.704914350774662e-06
1021,3.2405175144703323e-06
1022,1.9769260879328887e-07
1023,4.294790565779382e-11
1024,1.1849329600735099e-08
1025,0.01018357995501892
1026,8.346136697319052e-05
1027,2.1782339578069556e-12
1028,1.6045374308846297e-07
1029,4.4679381181181484e-08
1030,0.1402438922643815
1031,1.4582399517150784e-07
1032,0.0002542364051982394
1033,8.020118962113151e-15
1034,0.00016993725555546256
1035,1.3247312610728117e-14
1036,0.00029412712726902874
1037,1.6567405084548433e-06
1038,0.00011692513725333222
1039,2.1506086621866347e-09
1040,0.0015466263234987494
1041,0.00013636090824618177
1042,5.440841294898938e-06
1043,6.06279659733975e-07
1044,5.602303553898159e-09
1045,3.719741874630443e-06
1046,1.1495127727692363e-08
1047,7.248424637307392e-16
1048,0.0001374648102233527
1049,1.2043089423964489e-08
1050,0.012197576554183789
1051,0.00021177258696985056
1052,1.316852680948255e-07
1053,1.0730738323609736e-08
1054,0.0013552382083062732
1055,6.449248805548602e-06
1056,1.0803545621265129e-08
1057,5.295848127945012e-07
1058,5.3828106587103673e-08
1059,7.276320492937506e-05
1060,8.006756432197164e-05
1061,0.007262211104579689
1062,3.532586410098178e-06
1063,4.056121847010552e-05
1064,7.865413338135027e-09
1065,2.419955600992795e-10
1066,1.6259653582930758e-08
1067,1.88854760631286e-08
1068,8.183554369569378e-05
1069,4.866275535200632e-09
1070,7.0672660797216e-10
1071,5.646746875276922e-05
1072,9.109604637524956e-09
1073,5.688616340586949e-08
1074,1.693643061017993e-07
1075,0.0003013110688704495
1076,0.010764377089651776
